votes,user_id,name,average_stars,review_count,type,useful_votes,funny_votes,cool_votes
"{'funny': 0, 'useful': 0, 'cool': 0}",sv6o8BdnMM8UB-KTH6N7kw,Cheryl,5.0,1,user,0,0,0
"{'funny': 349, 'useful': 776, 'cool': 402}",O8tNWUq6vPmvq2YTVD8hlA,Jill,4.12,258,user,776,349,402
"{'funny': 0, 'useful': 1, 'cool': 0}",F98yAgA43QQR0woD80Voaw,Jean,2.5,2,user,1,0,0
"{'funny': 0, 'useful': 1, 'cool': 1}",chHirosDitN1crv1thxA6w,Amy,5.0,2,user,1,0,1
"{'funny': 3, 'useful': 29, 'cool': 4}",ShQZSh_0Be48sy-JQOb5dg,Erin,3.67,43,user,29,3,4
"{'funny': 4, 'useful': 8, 'cool': 1}",jd_A8MB3M33Xy9Dd7UJ7_Q,Cassandra,3.7,10,user,8,4,1
"{'funny': 0, 'useful': 1, 'cool': 0}",Igu8LjeJunbmmsZycWZuEA,Jay,2.33,3,user,1,0,0
"{'funny': 3, 'useful': 5, 'cool': 1}",F5ACaWQvyUQ2HH7-YIkdkw,Charles,1.75,4,user,5,3,1
"{'funny': 0, 'useful': 0, 'cool': 0}",aNtYQW1GoDXlLzEsEmoR3w,Mia,1.0,1,user,0,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",e1a1i8aFuFeSn2dJbKycmw,Ovi,3.0,1,user,0,0,0
"{'funny': 4, 'useful': 14, 'cool': 5}",sNek-w3xKlwit6q_JpnT7Q,Jamy,3.83,23,user,14,4,5
"{'funny': 0, 'useful': 1, 'cool': 0}",SH9lxmHsiUxQ-2Ic7A0Bcw,Alex,4.5,5,user,1,0,0
"{'funny': 5, 'useful': 17, 'cool': 8}",Kc6eyirhmOH8vXBljMXDCg,Sandra,2.62,10,user,17,5,8
"{'funny': 0, 'useful': 4, 'cool': 0}",IWCF21myBYma3Cmb_9Z8LA,Mini,3.38,9,user,4,0,0
"{'funny': 1, 'useful': 6, 'cool': 1}",UG4Mj3GJs4PpnFlF6z7g1Q,Kayla,3.4,5,user,6,1,1
"{'funny': 1, 'useful': 5, 'cool': 1}",_D1zyYMjll4almoGZjBmkA,Lydia,5.0,5,user,5,1,1
"{'funny': 0, 'useful': 12, 'cool': 0}",oYiskdGb0XYT2NjRb-s_qg,Jeri,3.0,9,user,12,0,0
"{'funny': 80, 'useful': 84, 'cool': 65}",vtfOF92rj8kXGRlMPiprWg,Law,3.45,100,user,84,80,65
"{'funny': 6, 'useful': 35, 'cool': 11}",hWM1k9RNkPH9oCcoVS1ftQ,Melanie,3.74,43,user,35,6,11
"{'funny': 1, 'useful': 2, 'cool': 2}",15J3D1xNze1NbO2SoqAQfg,Frank,4.4,6,user,2,1,2
"{'funny': 3, 'useful': 16, 'cool': 1}",o99g5QZpt_wc4bk1uvEH7w,Peter,4.0,10,user,16,3,1
"{'funny': 16, 'useful': 66, 'cool': 14}",bgjGWDjAxqIPF7BJBUps2A,Molly,2.57,24,user,66,16,14
"{'funny': 2, 'useful': 6, 'cool': 4}",iY_jDdD4BrRMSYgn3tCDtQ,Stu,4.0,5,user,6,2,4
"{'funny': 0, 'useful': 1, 'cool': 0}",nAjxNm5aWD60h6qy2bMacQ,Stef,4.33,3,user,1,0,0
"{'funny': 5, 'useful': 9, 'cool': 3}",US3AZyMVZJxg_3Tzs4xoEA,Julie,2.8,15,user,9,5,3
"{'funny': 0, 'useful': 2, 'cool': 1}",2qHG0PbNhP2GYv5ITnSFRQ,Lilian,3.0,2,user,2,0,1
"{'funny': 1, 'useful': 19, 'cool': 4}",nUGV1dVjO84ZI3nplRbwFQ,Luke,4.2,5,user,19,1,4
"{'funny': 0, 'useful': 0, 'cool': 0}",R5jIAytpLfAPwsIpsViEsQ,Scottsdale,1.0,1,user,0,0,0
"{'funny': 2, 'useful': 8, 'cool': 3}",yTvUoE-kAg6l11mGkdJFJA,Thomas,3.75,4,user,8,2,3
"{'funny': 0, 'useful': 2, 'cool': 0}",DYs-7UH4lhgjvGe4d8huvA,Laurie,2.0,3,user,2,0,0
"{'funny': 35, 'useful': 128, 'cool': 47}",7OqeO0eqe805StjppUvUFA,Kaity,3.35,68,user,128,35,47
"{'funny': 12, 'useful': 63, 'cool': 47}",0bf_zvgBrEOnx7TLh8dxOQ,Tony,3.63,173,user,63,12,47
"{'funny': 0, 'useful': 1, 'cool': 0}",JvVYWmY3xmiu5cpbsGfTaA,Matt,4.0,2,user,1,0,0
"{'funny': 3, 'useful': 0, 'cool': 0}",TD5LHxKwYJWkSVjxx8y2pg,Kalika,2.0,2,user,0,3,0
"{'funny': 24, 'useful': 92, 'cool': 27}",ATlqgcQwb3XzvDnq3Lv-0A,Ryan,3.72,133,user,92,24,27
"{'funny': 6, 'useful': 30, 'cool': 10}",MAvkqp_gDtKYU1d981XnwA,Kyle,3.96,24,user,30,6,10
"{'funny': 4, 'useful': 18, 'cool': 2}",POPVwe5sCm-SQZVkBo8S2w,Sean,4.05,43,user,18,4,2
"{'funny': 14, 'useful': 46, 'cool': 9}",8D408fDn0twwIW6FZ42YWg,Kathy,3.15,26,user,46,14,9
"{'funny': 12, 'useful': 27, 'cool': 6}",c-nW0Acxj4mbX47XSpmJPg,emi,3.62,37,user,27,12,6
"{'funny': 26, 'useful': 41, 'cool': 21}",qm5xGd3d47RfLWib0ryMAg,amanny,3.83,18,user,41,26,21
"{'funny': 1, 'useful': 2, 'cool': 3}",6SLj8XiCdqeR_DHR2JmEdw,Laurie,4.0,3,user,2,1,3
"{'funny': 3, 'useful': 3, 'cool': 2}",fl3mDJ62rLlKIdF39Lv8MQ,Chris,3.33,6,user,3,3,2
"{'funny': 0, 'useful': 2, 'cool': 1}",btv7I8PxSgF4GQFIDq4rYA,Stacy,5.0,1,user,2,0,1
"{'funny': 1, 'useful': 14, 'cool': 2}",NdytAQjOvVt1Ro8-Z99ngw,Tara,3.86,14,user,14,1,2
"{'funny': 20, 'useful': 36, 'cool': 10}",-nt-buRWQvDsbXuvhole0w,Robin,2.76,34,user,36,20,10
"{'funny': 0, 'useful': 3, 'cool': 0}",VDay0jaCPqADA2PIYco0uw,Courtney,2.0,1,user,3,0,0
"{'funny': 3807, 'useful': 4704, 'cool': 4135}",pYsYs7eQ9SWqAaQS0xoRLA,Greg,3.65,412,user,4704,3807,4135
"{'funny': 2, 'useful': 1, 'cool': 0}",Dw8c5RaDIvbQ16eubug6rQ,Jim,5.0,1,user,1,2,0
"{'funny': 1, 'useful': 2, 'cool': 3}",1u_jzMe9q3rHLUr8wb_GdA,Mindy,4.81,17,user,2,1,3
"{'funny': 0, 'useful': 1, 'cool': 1}",UiEyQ_x2wNF6Ad8KFdoZ_A,Patty,5.0,3,user,1,0,1
"{'funny': 10, 'useful': 34, 'cool': 14}",_FbZ1gXZL349iiz5D8gz2Q,Chris,3.64,22,user,34,10,14
"{'funny': 3, 'useful': 4, 'cool': 2}",Ryy5lzNOevuI3aEc95768Q,Joe,5.0,8,user,4,3,2
"{'funny': 0, 'useful': 2, 'cool': 1}",SnbTDuEJZ3bvarb2L0Ykrw,Ryan,3.78,9,user,2,0,1
"{'funny': 6311, 'useful': 9219, 'cool': 9884}",P-lfV8cdAgEOZJkw2dJpsw,David,3.92,1033,user,9219,6311,9884
"{'funny': 0, 'useful': 3, 'cool': 0}",cCQberZUpkXgdGtCoqTvMg,Patrick,3.67,3,user,3,0,0
"{'funny': 3, 'useful': 23, 'cool': 4}",-hSy455NBx_lQ3SeQioq2Q,Dennis,3.65,26,user,23,3,4
"{'funny': 0, 'useful': 12, 'cool': 1}",vewaAGn2n53naTA1a2WP_A,Stacy,4.2,5,user,12,0,1
"{'funny': 0, 'useful': 2, 'cool': 1}",Z18eLwQq7SYPd02nPo7juA,Andrew,5.0,1,user,2,0,1
"{'funny': 1, 'useful': 1, 'cool': 1}",xJmdrh4uEDAKf-2KjRArHg,Jack,3.4,6,user,1,1,1
"{'funny': 82, 'useful': 194, 'cool': 85}",uEG5uD9wMJixGWxaq34IEw,Steven,3.64,139,user,194,82,85
"{'funny': 2, 'useful': 2, 'cool': 3}",PESZTjx1dw1XFdZp972qbA,Brian,4.2,5,user,2,2,3
"{'funny': 1, 'useful': 5, 'cool': 1}",0PDyF0G9HNEkC4qT2cSQFA,Mike,3.29,8,user,5,1,1
"{'funny': 0, 'useful': 0, 'cool': 0}",q6wboZhfNXd9dI57ct0XIw,Munaf,4.0,1,user,0,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",f-_7wdkiXOc9TEfa4ZJEwA,Daina,4.62,8,user,1,0,0
"{'funny': 1, 'useful': 3, 'cool': 2}",0w7AQaUnSQztBbt4JT9k5w,Samantha,4.0,8,user,3,1,2
"{'funny': 431, 'useful': 1543, 'cool': 770}",jfXT_8J_EQnJVa4sJ3z6hg,Leang,3.8,1314,user,1543,431,770
"{'funny': 0, 'useful': 0, 'cool': 0}",96Re6vNVUJcozL0FEzO-Nw,Donna,4.67,3,user,0,0,0
"{'funny': 8, 'useful': 7, 'cool': 2}",TPxhtgj6BzpKBih2G5EHIQ,Rachel,2.6,6,user,7,8,2
"{'funny': 0, 'useful': 1, 'cool': 1}",iP2sk2ek0sDyWJIZyU4j2g,Kristen,5.0,2,user,1,0,1
"{'funny': 0, 'useful': 7, 'cool': 2}",d0KoBZ8tnsMzb2iG45vG-g,Amanda,3.33,18,user,7,0,2
"{'funny': 270, 'useful': 489, 'cool': 334}",74BsmOZHUUdsvzYtGtlRiw,Jennifer,3.81,347,user,489,270,334
"{'funny': 6, 'useful': 4, 'cool': 3}",ZjP38OJwq604QnBzDxVlSA,Kalia,4.14,7,user,4,6,3
"{'funny': 1, 'useful': 6, 'cool': 2}",mYhWH6RExfM_EpMR_uUozQ,Walton,4.25,28,user,6,1,2
"{'funny': 1, 'useful': 1, 'cool': 0}",uyUfGVoOwQVtpBEhVCVcbw,K,5.0,2,user,1,1,0
"{'funny': 2, 'useful': 24, 'cool': 4}",8Uuwc4VaupFWvlGRwOZ31w,C. Edward,3.88,26,user,24,2,4
"{'funny': 0, 'useful': 2, 'cool': 0}",VdL4eS8fAWCNInNtMvd-tw,Rocky,2.82,17,user,2,0,0
"{'funny': 1, 'useful': 4, 'cool': 4}",jQcGFSO18cicLzCtjhvGBA,Kari,4.8,5,user,4,1,4
"{'funny': 12, 'useful': 65, 'cool': 12}",XoNSmEkutP_17dO7HLYc1Q,Maria,3.23,31,user,65,12,12
"{'funny': 2, 'useful': 6, 'cool': 3}",3QaC0Ljl2hWLdL_jzt6nJA,Roy,4.31,16,user,6,2,3
"{'funny': 2, 'useful': 4, 'cool': 0}",cRDmScDj6j_jPlyZn27bXA,Brad,2.7,11,user,4,2,0
"{'funny': 0, 'useful': 2, 'cool': 0}",dVXdgn9PKvSozekkyhi16Q,David,4.67,3,user,2,0,0
"{'funny': 3, 'useful': 2, 'cool': 2}",fCAuRQFkaN3UEebkfgpHUw,April,4.5,8,user,2,3,2
"{'funny': 1, 'useful': 2, 'cool': 1}",I5AcIAujn4X0fzjq-CTLBg,Shelton,5.0,4,user,2,1,1
"{'funny': 0, 'useful': 1, 'cool': 0}",FGFYZUNgWcyBpWWH-1aauw,jay,5.0,1,user,1,0,0
"{'funny': 1, 'useful': 4, 'cool': 1}",Bw9aoRUhoog-AtVnDBw_eA,Johnathan,4.43,7,user,4,1,1
"{'funny': 0, 'useful': 0, 'cool': 0}",YCaqPOlG6CfKOSXUGAKicA,Gidget,2.0,2,user,0,0,0
"{'funny': 155, 'useful': 243, 'cool': 267}",-txH2zJSBZQHO6RWvoWXuQ,Jacqui,4.05,58,user,243,155,267
"{'funny': 4, 'useful': 11, 'cool': 9}",jmquyMQUHSuS8IQkv5PyYg,Penelope,4.83,7,user,11,4,9
"{'funny': 1, 'useful': 8, 'cool': 5}",jyu9ThrwLGgVE1csLKR1Yw,C,3.77,13,user,8,1,5
"{'funny': 2, 'useful': 1, 'cool': 1}",6Oko6gNlXvknpF27R1FWOA,Rob,3.0,5,user,1,2,1
"{'funny': 0, 'useful': 3, 'cool': 3}",dDH8DGz2-PG558RHu5rWDQ,Dan,3.14,8,user,3,0,3
"{'funny': 0, 'useful': 1, 'cool': 0}",IwZkZmCpc2D7DslEogiBYg,Penny,4.0,1,user,1,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",1g-nGTPpg3_pjYbkgRI9jQ,Joe,4.0,1,user,0,0,0
"{'funny': 22, 'useful': 56, 'cool': 30}",x8n40c7W1MTWTTXsI2TxTw,Jane,3.9,50,user,56,22,30
"{'funny': 1511, 'useful': 2519, 'cool': 2110}",tdNV2Wb0LrFpm1Yfov_Klw,Deb,3.91,357,user,2519,1511,2110
"{'funny': 5, 'useful': 6, 'cool': 3}",TouZvN0GpE8Ngm8_cWOK1w,Chris,4.0,9,user,6,5,3
"{'funny': 3, 'useful': 14, 'cool': 1}",P1gw1GkB7Kye4LK52a9kXA,Marlena,3.0,6,user,14,3,1
"{'funny': 7, 'useful': 23, 'cool': 9}",gQhHDBekmBHSKdQ2j5mmQg,Gretchen,3.15,61,user,23,7,9
"{'funny': 0, 'useful': 5, 'cool': 0}",nWp3eeRsjv1ol3wCt3Ry7Q,Sveta,2.67,6,user,5,0,0
"{'funny': 1, 'useful': 6, 'cool': 1}",SZxqMdlFbidxrxjiCDzryQ,Patrick,3.2,5,user,6,1,1
"{'funny': 5, 'useful': 15, 'cool': 9}",Fjs6c1PwzY1YbTcuAyubCQ,Mark,4.0,32,user,15,5,9
"{'funny': 2, 'useful': 1, 'cool': 0}",AVHseP2_PaUlCWhSsS7oKg,Jason,3.5,3,user,1,2,0
"{'funny': 5167, 'useful': 6491, 'cool': 5858}",t6u29OyVPTIDI-RUlmp-WA,John,3.33,1790,user,6491,5167,5858
"{'funny': 3, 'useful': 8, 'cool': 5}",5hOiRU4n02xNvxsfKKoznA,Kristin,3.44,9,user,8,3,5
"{'funny': 0, 'useful': 2, 'cool': 0}",KwYxQgDFvM24DYXSVfEraA,T,1.0,3,user,2,0,0
"{'funny': 37, 'useful': 144, 'cool': 75}",i4MKtZoii8WCSq518WvIkw,Brittany,4.1,60,user,144,37,75
"{'funny': 7, 'useful': 29, 'cool': 10}",oeQjThrGQAQIHWN2qBeERw,david,4.21,29,user,29,7,10
"{'funny': 66, 'useful': 169, 'cool': 80}",mQba83gB018LlGt51r80ZQ,Dan,3.82,106,user,169,66,80
"{'funny': 1, 'useful': 1, 'cool': 2}",3qgnVSizS98l5yZXGOW_sg,Kirsten,5.0,1,user,1,1,2
"{'funny': 0, 'useful': 0, 'cool': 0}",qnMSU4fQFauVQGLCotjlww,Joell,5.0,1,user,0,0,0
"{'funny': 8, 'useful': 25, 'cool': 7}",j2mGvnnXhp_fUxiNIoH6KQ,A.,3.44,27,user,25,8,7
"{'funny': 4, 'useful': 3, 'cool': 1}",dPPa8QTRDT-6-LfRYQeIHQ,Paul,3.29,7,user,3,4,1
"{'funny': 2, 'useful': 16, 'cool': 2}",rUkjzVMimlyQ5n6iePQ5FQ,F,4.04,24,user,16,2,2
"{'funny': 18, 'useful': 86, 'cool': 30}",WYfVgKWdSHr8NoOEjnf8BA,David,3.62,174,user,86,18,30
"{'funny': 1, 'useful': 4, 'cool': 0}",VW7x5Jo1Yi0c34-kOT63pQ,Daniel,1.0,1,user,4,1,0
"{'funny': 12, 'useful': 31, 'cool': 16}",gY-ne6NPsUzCdeWJonLhzQ,Dennis,3.43,23,user,31,12,16
"{'funny': 0, 'useful': 4, 'cool': 0}",r8Jtn1IXRsZEddyYLdczDA,Tom,3.75,4,user,4,0,0
"{'funny': 1, 'useful': 18, 'cool': 1}",8AmFNpqDOvj5Yjfhxpysvw,Mike,3.86,51,user,18,1,1
"{'funny': 12, 'useful': 49, 'cool': 7}",NwsZvz90aj-bUg5hjyJmWg,Christopher,3.26,27,user,49,12,7
"{'funny': 0, 'useful': 4, 'cool': 2}",r3tb0RdVAx0wiGWFLv0t8g,Dyl,4.5,2,user,4,0,2
"{'funny': 0, 'useful': 5, 'cool': 0}",PKZvqm3IeWiWBYoDDoEG4w,p,3.22,10,user,5,0,0
"{'funny': 18, 'useful': 49, 'cool': 16}",yvvtblpPi_QH41Jm6ari0w,Sarah,4.0,5,user,49,18,16
"{'funny': 9, 'useful': 25, 'cool': 5}",HrJ2gJ-J-WuoUKTAz_02Aw,alfred,3.2,20,user,25,9,5
"{'funny': 0, 'useful': 4, 'cool': 0}",c4Frs03yozdJJ3uvuSAp3A,Penny,4.44,9,user,4,0,0
"{'funny': 1, 'useful': 5, 'cool': 0}",FX7xoins2KhtC7y79BEU9g,Patricia,3.38,16,user,5,1,0
"{'funny': 0, 'useful': 8, 'cool': 1}",F28hTTLhM5sEtIc8k7KQVw,Beverly,5.0,5,user,8,0,1
"{'funny': 0, 'useful': 0, 'cool': 0}",kak_OB_Bb3VFDSguCdHN3w,nancy,5.0,1,user,0,0,0
"{'funny': 0, 'useful': 3, 'cool': 0}",lS6LniF_pemBHBzigzWBbg,Jessica,1.5,2,user,3,0,0
"{'funny': 1, 'useful': 4, 'cool': 1}",nxW7C0VHPYBkbuyDqBkG-g,Kyle,3.0,1,user,4,1,1
"{'funny': 0, 'useful': 1, 'cool': 0}",KMIRiJOWb6yQk_RQXyOijg,Betsy,5.0,1,user,1,0,0
"{'funny': 4, 'useful': 26, 'cool': 5}",oUGmoziFCwNi2oUHB54SGg,Allen,4.26,23,user,26,4,5
"{'funny': 0, 'useful': 1, 'cool': 0}",3CiFPZtiIgzxwE3Oz8N9lA,Kimberly,1.0,1,user,1,0,0
"{'funny': 3, 'useful': 3, 'cool': 0}",4GzBe-7iyLaCFHfqbChXyw,Diane,2.43,7,user,3,3,0
"{'funny': 6, 'useful': 25, 'cool': 18}",ebsr5Hg2hE99-iEzSRPdBg,Glenn,4.0,9,user,25,6,18
"{'funny': 2, 'useful': 9, 'cool': 0}",IMNHojI9CeW1NBmYVqyGWg,James,3.62,16,user,9,2,0
"{'funny': 1, 'useful': 7, 'cool': 0}",HAV50pwRVkmu8ZHD0bbZHQ,Nic,3.2,10,user,7,1,0
"{'funny': 0, 'useful': 4, 'cool': 0}",sMiqBDhg1oasooQ7pWBQ_Q,Ravi,3.5,2,user,4,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",GnVC8ULHrl8o1stcNgSnnw,Oscar,2.0,1,user,1,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",zX-1TG5Faj7aDAt15X1vmg,Kristie,4.0,2,user,0,0,0
"{'funny': 0, 'useful': 1, 'cool': 1}",xdqZrsB4ZhxYX5hoW984jQ,Valisa,3.5,2,user,1,0,1
"{'funny': 2, 'useful': 0, 'cool': 0}",UEjyCWJI8ytVSxknmHk6Ig,Sarah,5.0,1,user,0,2,0
"{'funny': 2, 'useful': 6, 'cool': 5}",mSyCw4WTV3oLtTtRE-uylQ,Andrew,3.22,9,user,6,2,5
"{'funny': 1, 'useful': 8, 'cool': 4}",9QKLP4w8DBktVfC28HAgxg,Y,3.25,4,user,8,1,4
"{'funny': 1317, 'useful': 1851, 'cool': 1602}",zw-bIcZP4_VEi3UetomDeg,Angela,4.0,381,user,1851,1317,1602
"{'funny': 36, 'useful': 160, 'cool': 103}",r_5slEuf2V8ab3SZMHVfgA,Sarah,3.78,117,user,160,36,103
"{'funny': 0, 'useful': 3, 'cool': 1}",oZVr2_zB0h-Jb2dE4IVWbw,Zeb,4.29,7,user,3,0,1
"{'funny': 0, 'useful': 4, 'cool': 1}",omeswY0LjLvCb8qouz763w,Laura,3.83,6,user,4,0,1
"{'funny': 9, 'useful': 66, 'cool': 16}",FGdS11SSEE0VZnb7E4BiiA,Renee,3.47,76,user,66,9,16
"{'funny': 9, 'useful': 27, 'cool': 8}",7H6TgnJAxZjK4ZWdq8-Tqg,Alex,2.97,36,user,27,9,8
"{'funny': 0, 'useful': 2, 'cool': 0}",MxvD9pq_jF4FxtO1yNetZQ,Kelsey,3.0,3,user,2,0,0
"{'funny': 19, 'useful': 38, 'cool': 25}",zigHnwA0FSGPGUE59lLFzA,Jessie,4.04,24,user,38,19,25
"{'funny': 11, 'useful': 42, 'cool': 7}",f7Hv9J9GTTXd3XsfRgt3Pw,Valerie,3.1,40,user,42,11,7
"{'funny': 2, 'useful': 22, 'cool': 7}",SKkvXrkPKEANoxNiBzfCtg,Marie,3.79,19,user,22,2,7
"{'funny': 32, 'useful': 111, 'cool': 61}",TpiiNLZRlBiNs35Nlm2-wg,Chaka,4.12,124,user,111,32,61
"{'funny': 16, 'useful': 69, 'cool': 48}",KvvUJzBFR0BffuNrrLUZug,Katy,3.59,63,user,69,16,48
"{'funny': 1, 'useful': 8, 'cool': 1}",QlCdjt6FoM8-qa51N2jCSQ,Michon,5.0,8,user,8,1,1
"{'funny': 0, 'useful': 3, 'cool': 0}",MfBVS__OS-2Nm-zzmo7gEA,Charlene,3.17,6,user,3,0,0
"{'funny': 12, 'useful': 105, 'cool': 29}",6W8g1cFTauSG7GsZGNhIjw,Bonnie,3.53,78,user,105,12,29
"{'funny': 0, 'useful': 2, 'cool': 0}",0Vhjh1g_9MhXZ8Hb_jNiTQ,Richard,5.0,1,user,2,0,0
"{'funny': 6, 'useful': 16, 'cool': 8}",9YcqKqs7xFH2tMOuqoUsQA,Adam,4.0,8,user,16,6,8
"{'funny': 0, 'useful': 2, 'cool': 4}",SNxagk8YIdqqFmoY26PmXg,Michelle,5.0,2,user,2,0,4
"{'funny': 2, 'useful': 5, 'cool': 1}",4wLQR_2P2eYQUC04yxm09A,Tom,4.2,6,user,5,2,1
"{'funny': 0, 'useful': 0, 'cool': 0}",aj_KGzzcR-l7sewDnApqDA,Timothy,4.0,1,user,0,0,0
"{'funny': 1, 'useful': 19, 'cool': 0}",z99Xto9oUSRfaj03mqQlfA,Alana,3.67,9,user,19,1,0
"{'funny': 0, 'useful': 1, 'cool': 0}",OfIm-r7GAv7p5JwzPUYDXg,Sheyna Lei,3.29,7,user,1,0,0
"{'funny': 6, 'useful': 18, 'cool': 5}",76SlIVfcXJujKQ3xSyYtOQ,Dave,3.8,25,user,18,6,5
"{'funny': 0, 'useful': 0, 'cool': 0}",kruq_yMP2e__5vpG8sTq3Q,Matthew,5.0,3,user,0,0,0
"{'funny': 1, 'useful': 19, 'cool': 10}",YiTrAuaKH0QGBHYe0h18Gw,Eduardo,3.39,18,user,19,1,10
"{'funny': 1, 'useful': 0, 'cool': 0}",bi9COAGNGGFWaScZ2DgMzQ,Matt,2.0,2,user,0,1,0
"{'funny': 2, 'useful': 1, 'cool': 2}",IqAcO08I-GS93qY2BrmbTg,Susan,5.0,6,user,1,2,2
"{'funny': 7, 'useful': 28, 'cool': 9}",Wmlxh305msxQuG2Mje_AvA,Christopher,4.74,19,user,28,7,9
"{'funny': 0, 'useful': 6, 'cool': 0}",cMNHD4NWHvsKhmJlx5F3ag,Kim,4.6,5,user,6,0,0
"{'funny': 2, 'useful': 10, 'cool': 6}",7AYyejHIG5r7P7JFsZ3njw,Kellen,4.29,14,user,10,2,6
"{'funny': 2, 'useful': 3, 'cool': 2}",8e5nqlfZe9iGTGcaqBN0lA,Nichole,1.0,3,user,3,2,2
"{'funny': 18, 'useful': 68, 'cool': 33}",tDxKlkWxL1Dd1Sp_nBF6BA,O,4.25,48,user,68,18,33
"{'funny': 2, 'useful': 5, 'cool': 1}",uQPynTxs2LUNHerWP3Jbhg,Tim,3.5,2,user,5,2,1
"{'funny': 0, 'useful': 2, 'cool': 0}",JQnT2lCJrg0v277C4OpunQ,Kimberly,3.0,2,user,2,0,0
"{'funny': 0, 'useful': 5, 'cool': 1}",JZo5obvpX6Dsc42eheh_bw,William,3.0,1,user,5,0,1
"{'funny': 48, 'useful': 190, 'cool': 63}",b87-U2ZwReh80dLWA-ZieA,Melissa,3.34,80,user,190,48,63
"{'funny': 0, 'useful': 8, 'cool': 0}",s0JvVpNcu1KacfWXboVuvw,Robert,4.29,7,user,8,0,0
"{'funny': 18, 'useful': 55, 'cool': 24}",izrPGEutYNurRfodgsIxAw,Aliria,4.3,20,user,55,18,24
"{'funny': 1, 'useful': 18, 'cool': 7}",8U7_9ccG10nULjZZANxjCA,Michael,3.74,27,user,18,1,7
"{'funny': 8, 'useful': 68, 'cool': 14}",Xzy0-Ju1stFNrgqs0IrGiQ,Shannon,3.87,46,user,68,8,14
"{'funny': 1, 'useful': 0, 'cool': 0}",uTwbgmE_wFyqSaqpc9zP_A,J,5.0,2,user,0,1,0
"{'funny': 0, 'useful': 5, 'cool': 0}",-VLz8fGKbli0lMkmzTU6wA,Roxie,1.0,1,user,5,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",br1qvK-MvggCRpDcW4_ezw,Lora,3.0,2,user,0,0,0
"{'funny': 0, 'useful': 3, 'cool': 0}",3oc5xoPfPkYwJ04rqU46uQ,Dennis,5.0,1,user,3,0,0
"{'funny': 7, 'useful': 23, 'cool': 5}",5jODkdonMV0HbIIPik1RuA,Emina,4.0,26,user,23,7,5
"{'funny': 6, 'useful': 8, 'cool': 8}",4aM_mL0xArtvpJBwetqagw,Rebeccah,4.8,10,user,8,6,8
"{'funny': 12, 'useful': 39, 'cool': 12}",IsvpOkTel_AWtGTAapM6XQ,John,4.23,56,user,39,12,12
"{'funny': 4, 'useful': 18, 'cool': 13}",MQz-bZND3T_-RRwBOcINKQ,Frank,4.29,28,user,18,4,13
"{'funny': 0, 'useful': 12, 'cool': 1}",yT5zeZCV2jDHdQX5xBSxpA,Stella,4.1,10,user,12,0,1
"{'funny': 24, 'useful': 110, 'cool': 30}",BVqYroeIcjd5dZq6axUNAg,Out-n-abou,3.7,93,user,110,24,30
"{'funny': 6, 'useful': 14, 'cool': 3}",wHJOaznFDWzoAwQskGgAJg,Adriana,1.86,7,user,14,6,3
"{'funny': 5, 'useful': 4, 'cool': 3}",ChasWJt6OMCsIpPg4Uly8g,Natalie,3.5,8,user,4,5,3
"{'funny': 2, 'useful': 3, 'cool': 0}",JJ-4CMgzXvH-2ezBdojnaw,Will,5.0,2,user,3,2,0
"{'funny': 1, 'useful': 2, 'cool': 0}",enD3soG1PXoBx60R9oXb3A,Ruth,1.0,1,user,2,1,0
"{'funny': 0, 'useful': 1, 'cool': 0}",fOpw1fEVhhWMqo0B7NjsVw,Beth,5.0,1,user,1,0,0
"{'funny': 0, 'useful': 2, 'cool': 1}",ISTfsB5G2Qsqvr6r4vVy9g,melinda,3.67,3,user,2,0,1
"{'funny': 0, 'useful': 1, 'cool': 1}",6EvgGCHSr5tJiLyJ9dZn3w,Mary,3.0,2,user,1,0,1
"{'funny': 4, 'useful': 3, 'cool': 1}",ttUEswTJvegyDC88G8VxZg,Jesus,3.12,8,user,3,4,1
"{'funny': 86, 'useful': 125, 'cool': 72}",-QT_e-7VSun5c2z85k_k5A,Allison,3.96,46,user,125,86,72
"{'funny': 5, 'useful': 18, 'cool': 3}",OP0Rh-KTJKb2r6yQYu6ytQ,Penny,2.0,10,user,18,5,3
"{'funny': 3, 'useful': 16, 'cool': 4}",F8REvqCL9BjIp6B9rUU_2Q,Candace,3.17,6,user,16,3,4
"{'funny': 17, 'useful': 67, 'cool': 26}",_Li1-mskJaqD2lhQRlWo0A,Cherepaha,3.53,34,user,67,17,26
"{'funny': 0, 'useful': 1, 'cool': 0}",vH1t_AB1Pqzoi0D04NvZBg,Melissa,4.5,2,user,1,0,0
"{'funny': 5, 'useful': 22, 'cool': 11}",pCxaM5a3eEkfRZme28H4Xg,Blendy,4.18,11,user,22,5,11
"{'funny': 1, 'useful': 2, 'cool': 1}",2BiT4UmTnrnipyJTcBb6QA,Christopher,3.18,11,user,2,1,1
